Tanggal;Tn;Tx;Tavg;RH_avg;RR;ss;ff_x;ddd_x;ff_avg;ddd_car
31-03-2021;25;31,7;28;81;;;3;160;1;C 
01-04-2021;25,4;31,4;27,5;86;4,6;8,3;6;240;2;C 
02-04-2021;25;31,4;26,9;88;3,4;4,8;2;140;0;C 
03-04-2021;25,6;32,2;27,4;85;15,3;3,1;3;330;1;C 
04-04-2021;25,4;31,8;27,4;84;;1,3;5;240;2;C 
05-04-2021;24;31,9;27,6;86;42,9;7,3;3;280;1;C 
06-04-2021;25,2;32,6;28,6;82;7;4,5;5;230;1;C 
07-04-2021;25;32;28,4;80;1;7,2;5;260;2;W 
08-04-2021;25,6;33,4;28,9;79;;7;6;360;1;C 
09-04-2021;25,6;33,8;29,1;79;;;4;200;1;C 
10-04-2021;25,2;32;27,4;82;0;7,5;3;180;1;C 
11-04-2021;24,5;32;28,3;82;12,6;5,3;4;170;1;C 
12-04-2021;24,6;32,6;27,4;82;3,3;7,9;3;210;0;C 
13-04-2021;24,4;32,2;27,3;82;7,7;7;4;230;1;C 
14-04-2021;24,4;32;27,9;84;7;5,5;4;280;1;C 
15-04-2021;24,4;31,4;27,5;83;8888;4,5;5;140;1;C 
16-04-2021;24,7;31,6;27,9;81;0,4;6,6;4;120;2;SE
17-04-2021;25,2;31,6;28;78;1,8;9,5;3;100;1;C 
18-04-2021;25;31,6;28,2;81;;9;3;180;1;C 
19-04-2021;24,6;31,4;27,3;84;12,4;7,4;4;130;2;SE
20-04-2021;24,6;31,2;28;80;8888;7,4;4;130;2;C 
21-04-2021;24,5;31,2;27,7;80;;9,3;5;120;2;C 
22-04-2021;24,9;31,2;27,4;81;;10,2;4;130;2;SE
23-04-2021;;31;27,6;80;3;10;4;160;1;C 
24-04-2021;24,9;31,4;27,7;80;;10;4;250;1;C 
25-04-2021;;31,6;27,9;79;5,8;7,5;3;150;1;SE
26-04-2021;25,6;31,8;28,3;80;;10,1;3;130;2;SE
27-04-2021;25,4;31,6;28;82;7,7;10,1;7;130;3;E 
28-04-2021;25,8;31,2;28,5;76;8888;9,5;4;120;2;C 
29-04-2021;25;31,2;27,6;81;;8,4;3;110;1;SE
30-04-2021;25,6;31,2;28,3;79;0,3;8,9;3;130;1;C 
01-05-2021;26;31,4;28,5;84;;9,4;4;130;2;C 
02-05-2021;26;32;28,7;82;0;9;3;150;1;C 
03-05-2021;25,4;32;28,3;84;1,5;7,3;3;140;1;C 
04-05-2021;25,8;31,8;28,4;84;8888;6,4;4;150;1;C 
05-05-2021;24,5;31,8;28,5;82;;8,5;3;150;1;C 
06-05-2021;25,6;31,8;28,2;83;6,3;8;4;130;1;SE
07-05-2021;26;31,6;28,4;84;0,1;9,2;3;130;2;E 
08-05-2021;26;31,4;28,1;82;1,2;7;4;120;2;C 
09-05-2021;24,8;31;27,5;78;0,2;6,8;6;100;2;C 
10-05-2021;23,4;30,8;27;84;0;10;5;130;2;SE
11-05-2021;24,4;31,6;28,4;83;3;10,4;4;140;3;SE
12-05-2021;26,2;30,8;28,2;84;3,7;10;5;110;3;E 
13-05-2021;26,4;31,2;28,8;81;7,9;7;6;110;3;E 
14-05-2021;25,2;31,8;28,7;82;;5,5;7;120;4;E 
15-05-2021;27;31,4;29;78;0;9,5;6;100;4;E 
16-05-2021;27;30,8;28,5;80;;10;4;120;2;E 
17-05-2021;26;30,8;27,5;83;;10;5;140;2;SE
18-05-2021;26;31;28,2;80;0;7,3;3;140;2;C 
19-05-2021;25,4;30,6;27,5;83;;10;3;130;1;C 
20-05-2021;25,8;30,7;27,7;82;;8;4;130;2;E 
21-05-2021;25,2;31;28,2;83;;9,2;5;110;2;SE
22-05-2021;;30,8;27,3;85;1,5;9,5;5;150;2;C 
23-05-2021;25,2;30,6;27,5;85;;10,5;3;120;1;SE
24-05-2021;25,2;31;28,2;82;;4,5;4;140;2;SE
25-05-2021;25,2;30,8;27,3;86;;8,3;3;130;1;C 
26-05-2021;25,2;31,5;28;85;0;2,8;3;120;1;C 
27-05-2021;25,8;30,8;27,7;87;8888;5,2;4;130;2;C 
28-05-2021;25,8;31,2;28;85;2;6,2;4;130;2;C 
29-05-2021;24;31;27,1;88;46,4;8,5;3;130;1;C 
30-05-2021;25;30,8;27,6;85;1,1;2,5;3;130;1;SE
31-05-2021;;31;27,7;84;;9,5;3;130;1;SE
01-06-2021;26;31;28,1;86;3,9;9,2;4;150;1;SE
02-06-2021;25,7;31,4;27,9;83;;8,5;4;160;1;C 
03-06-2021;25,8;31,5;28,6;80;0;9,5;3;140;1;C 
04-06-2021;26,2;31,3;28;86;;9,6;4;140;1;C 
05-06-2021;24,8;31,6;27,8;85;;8,5;3;270;1;C 
06-06-2021;25,4;31,2;28,1;84;;7;5;170;1;C 
07-06-2021;25,6;31;27,7;84;3,5;6,2;3;150;1;C 
08-06-2021;;31;27,5;82;;8,5;4;170;1;C 
09-06-2021;25,2;31;27,7;83;0;9,9;3;150;2;SE
10-06-2021;25,2;30,9;28,3;82;10,5;6,3;4;130;2;SE
11-06-2021;25,4;30,2;27,3;87;28,6;6;3;150;1;C 
12-06-2021;23,8;30,2;26,8;86;42,8;3,4;3;130;1;SE
13-06-2021;24,3;30,9;27,7;86;;7;3;120;1;C 
14-06-2021;25,1;31;27,7;84;0,4;9,8;6;110;2;C 
15-06-2021;25,5;31,6;27,6;85;;7,2;3;300;1;C 
16-06-2021;24,8;30,8;27,1;87;0,8;4;4;170;1;C 
17-06-2021;24,8;29,8;27;85;17,2;4,4;2;120;1;C 
18-06-2021;25;30,6;27,7;86;0;1,5;3;140;1;C 
19-06-2021;25,2;31,2;26,6;88;2;8;3;330;1;C 
20-06-2021;24,1;31,6;27,1;85;78,8;5;3;280;0;C 
21-06-2021;25,3;30;26,9;87;8888;7,4;3;220;0;C 
22-06-2021;24,2;30,5;27;86;7,3;2,5;3;120;2;SE
23-06-2021;24,2;28,6;25,6;90;48,6;8,5;3;230;0;C 
24-06-2021;23,8;28,5;26,6;87;62;1,2;3;140;0;C 
25-06-2021;;30,6;27;86;20,8;1;4;110;1;C 
26-06-2021;24,7;30,8;27,8;86;1,2;4,2;4;140;1;C 
27-06-2021;24,4;31,2;27,4;85;1;6,2;4;130;1;C 
28-06-2021;24,4;30;26,5;88;48,8;8,5;2;220;0;C 
29-06-2021;24,8;30,9;27,5;86;0,5;3;3;130;1;C 
30-06-2021;;30,4;27,3;86;20,6;9,8;4;140;2;C 
01-07-2021;24;30,8;27;85;15,2;7,4;3;150;1;C 
02-07-2021;24,3;30,6;27,4;84;0;6,2;5;100;2;SE
03-07-2021;25,4;30,6;27;86;6,3;7,5;4;110;2;E 
04-07-2021;24,6;30,4;27;85;0;8,5;4;110;2;E 
05-07-2021;24,6;30;26,9;80;;10;4;120;2;E 
06-07-2021;23,8;30,4;26,5;77;;10;4;110;2;C 
07-07-2021;22,8;29;25,6;84;;9,2;3;110;1;C 
08-07-2021;23,2;30;27,1;84;0;10;5;120;2;E 
09-07-2021;23,3;30,5;28;80;;9,5;5;100;2;SE
10-07-2021;24,9;30,6;27,3;88;33,8;9,3;4;140;1;C 
11-07-2021;25,6;30,6;27,5;88;;9,6;3;140;1;SE
12-07-2021;25,6;;28;85;;10,2;3;130;2;SE
13-07-2021;25,4;30,1;27,3;84;;7,5;3;110;2;SE
14-07-2021;25,6;30,2;27,9;76;;8,5;6;160;3;SE
15-07-2021;25,6;30,4;28;72;0,2;3,2;6;120;3;E 
16-07-2021;23,8;30;26,5;76;;8,4;4;120;2;E 
17-07-2021;23,8;30,4;26,3;82;0,2;10,2;8;110;2;C 
18-07-2021;25;30,2;26,9;83;8888;9,5;5;90;2;C 
19-07-2021;25;30,2;27,1;83;;7,4;3;100;2;SE
20-07-2021;25;31,8;28;84;;8,3;4;140;2;SE
21-07-2021;26,2;30,6;28,3;80;0,5;9,5;4;110;2;E 
22-07-2021;24,2;31;27,6;83;;7;4;130;2;SE
23-07-2021;25;30,5;26,9;88;8888;7,5;5;120;4;SE
24-07-2021;25;30,6;27,5;80;3,1;7,8;6;110;3;E 
25-07-2021;;30,1;27,2;78;;9,8;7;130;3;E 
26-07-2021;23,5;30,2;26,1;81;0;9,7;5;130;2;SE
27-07-2021;24,6;30;26,7;82;0;9,4;6;100;2;SE
28-07-2021;24,8;30,1;26,8;82;1,5;9;4;130;3;SE
29-07-2021;25;30,4;27,1;79;0;9,2;4;130;2;SE
30-07-2021;24,4;28,8;26,2;87;32,6;6;5;140;3;SE
31-07-2021;24,6;30;27,8;80;4,8;3,3;4;130;4;SE
01-08-2021;24,7;28,2;26,1;86;1,5;5;10;120;4;E 
02-08-2021;24,6;29,6;26,4;84;9,3;0,7;4;110;3;E 
03-08-2021;24;26,9;24,7;94;15,4;8;7;120;2;E 
04-08-2021;23,8;;25,7;90;25,1;0,2;6;110;2;SE
05-08-2021;;29,2;26,3;88;23,5;1,5;4;120;2;SE
06-08-2021;23,8;30,3;26,9;87;0,1;2,8;4;130;2;SE
07-08-2021;25;31;27,8;85;0;9,1;7;140;2;E 
08-08-2021;26,2;30;27,6;86;;;5;100;3;E 
09-08-2021;26,2;29,7;27,3;86;;8,5;4;120;3;SE
10-08-2021;25;29,5;27,3;82;1,8;7,6;4;110;4;E 
11-08-2021;25,4;29,4;26,8;78;8888;7,1;5;120;3;E 
12-08-2021;24,2;29,2;26,4;79;0,5;10;4;130;3;SE
13-08-2021;24,5;29,4;27,1;82;0;10,1;6;150;4;E 
14-08-2021;25;29,4;26,6;87;3,8;2;5;110;3;SE
15-08-2021;25;29,6;27,2;86;0,6;8,1;4;140;3;E 
16-08-2021;25,4;29,2;27;84;6,8;9,8;5;100;4;E 
17-08-2021;24,6;30;26,9;86;0;9,5;7;110;3;E 
18-08-2021;;29,4;27;84;0,6;9,8;5;110;3;SE
19-08-2021;25,2;29,4;27;77;1,3;8,3;6;100;3;E 
20-08-2021;24,5;29;26,1;79;0;8,7;4;130;2;SE
21-08-2021;24,6;29;26,2;86;6,5;5,1;4;120;3;SE
22-08-2021;25;29;26,7;86;19,6;6,3;4;120;3;E 
23-08-2021;25,6;29,4;26,8;82;0;7,5;9;120;4;E 
24-08-2021;25,7;29,4;27;81;;9;5;120;3;SE
25-08-2021;24;29,4;26,2;80;8888;8;5;140;2;E 
26-08-2021;23,9;29,2;26,2;82;5;8;4;130;3;SE
27-08-2021;24;29,3;26,1;79;0;10,5;4;120;3;E 
28-08-2021;24;29,2;26,6;80;;10;4;100;3;SE
29-08-2021;24;30;27,2;83;0,3;6,8;8;110;4;E 
30-08-2021;;29,8;27,2;83;0,5;7,2;5;130;4;SE
31-08-2021;25,6;29,6;27,4;80;5,8;7;6;100;4;SE
01-09-2021;25,8;29,4;27,2;80;0,6;6;5;110;4;SE
02-09-2021;;29,4;26,9;78;;7,5;5;130;4;SE
03-09-2021;25;29,4;26,8;77;;6,5;6;130;3;SE
04-09-2021;23,6;29,6;25,9;82;8888;7,8;6;120;3;SE
05-09-2021;24,6;28;25,8;86;0,8;9,3;4;110;2;SE
06-09-2021;;29,4;26,7;85;4,7;0;6;120;2;E 
07-09-2021;25,4;29,5;27,3;86;;6,1;7;110;4;SE
08-09-2021;25,3;30;27,5;84;1,5;7,4;5;130;3;SE
09-09-2021;24,8;29,6;26,8;80;1,9;9;4;110;2;SE
10-09-2021;23,8;29,4;26,2;85;4,5;10,5;4;120;3;SE
11-09-2021;24;29,8;27,4;83;1,5;9,2;5;120;3;SE
12-09-2021;25,4;29;26,9;88;6,3;5,5;8;120;4;E 
13-09-2021;25,6;29,4;27;86;12,5;1,2;6;120;3;SE
14-09-2021;26;28,6;26,2;91;2;6,4;2;290;1;C 
15-09-2021;24,5;29,8;26,6;86;25,3;0,5;4;150;2;SE
16-09-2021;24,6;30;27;88;64,4;5,6;8;130;3;E 
17-09-2021;25,6;29,8;27,4;83;0,2;7,2;4;110;4;SE
18-09-2021;25,3;29,6;27,3;85;0,2;9,1;6;130;4;E 
19-09-2021;25,7;29,7;27,6;80;0,2;9,5;8;120;4;SE
20-09-2021;25,2;28,4;26,3;86;2;9;4;100;2;SE
21-09-2021;24;29,8;26,5;84;27,5;4,2;4;130;1;C 
22-09-2021;24,6;30,1;26,5;89;7,4;5,7;7;120;2;E 
23-09-2021;24,8;29,7;26,5;89;11,3;7;5;110;1;C 
24-09-2021;24,5;29,8;26,8;88;5,9;6;5;120;3;SE
25-09-2021;25,1;29,6;27,2;85;0,1;7,3;4;100;3;E 
26-09-2021;25,8;29,9;27,3;84;;6,8;4;150;3;E 
27-09-2021;26;29,8;27,1;83;0,2;9,3;8;100;4;E 
28-09-2021;25,6;29,7;26,9;79;0;8,4;6;120;3;SE
29-09-2021;23,8;29,2;26,3;83;0;7,7;4;130;3;E 
30-09-2021;25,2;29,8;27,1;84;;10,1;4;120;3;SE
01-10-2021;25,8;29,6;27,2;84;0;7,4;6;100;3;SE
02-10-2021;;29,8;27,2;80;;5,5;4;150;3;SE
03-10-2021;25,8;29,7;27;83;8888;6;4;130;2;SE
04-10-2021;24;29,2;26,8;82;5,8;6,8;7;130;2;SE
05-10-2021;24,4;29;25,6;89;1,6;6,5;3;130;2;SE
06-10-2021;23,6;27,6;25,1;89;5,2;2,3;4;110;2;SE
07-10-2021;23,9;29,2;26;82;9,2;0,4;4;120;2;SE
08-10-2021;24,8;29,4;26,2;83;8888;9,2;4;130;3;SE
09-10-2021;;30,2;26,9;86;7;4,5;5;120;3;SE
10-10-2021;26;30,2;28;80;8888;7,3;7;140;4;SE
11-10-2021;25,8;30,5;27,8;80;1,3;8,1;5;140;3;SE
12-10-2021;25,6;30;27,2;82;;6,1;5;140;4;SE
13-10-2021;25,8;30,4;27,9;74;0;9,7;5;110;3;SE
14-10-2021;26;30,2;27,6;80;0,8;7,5;4;120;3;SE
15-10-2021;26,4;30,3;27,9;80;0;5,3;4;80;2;SE
16-10-2021;26,8;30,4;27,9;82;8888;0;4;120;2;SE
17-10-2021;26,4;31;28,2;82;3,6;2;4;120;2;E 
18-10-2021;26;31,6;28,2;86;1,3;7;3;130;1;C 
19-10-2021;25;31,7;27,6;85;9,2;2,5;3;190;1;S 
20-10-2021;24,2;31,2;27,5;87;33,2;3,1;4;150;2;SE
21-10-2021;24,6;31,6;28,6;84;1;6,3;4;140;2;SE
22-10-2021;;31;28,1;83;35;6,2;4;110;2;C 
23-10-2021;24,6;30,8;27,8;82;0,7;8,1;3;150;2;SE
24-10-2021;25,7;31;27,6;84;1,8;8,6;5;150;2;SE
25-10-2021;;30,3;27,6;83;7,3;6;4;150;2;S 
26-10-2021;;30;27,2;84;11,6;;4;130;2;SE
27-10-2021;24;30,4;27;88;33;4;4;80;2;C 
28-10-2021;25;30,8;27,8;84;18,5;4,2;4;130;2;C 
29-10-2021;;30,5;27,3;88;2,3;2,5;3;140;1;SE
30-10-2021;;30,2;27,7;86;16,3;;4;140;1;C 
31-10-2021;25,4;30,6;27,2;87;8888;1,3;5;120;2;NW
01-11-2021;24,2;31;26,6;89;66,6;5,2;4;160;1;C 
02-11-2021;24,6;30,8;27,2;87;14,8;5,4;4;160;2;SE
03-11-2021;24,8;32;27,6;84;11,2;6,1;4;100;2;C 
04-11-2021;24,6;31,4;27,9;84;20,1;6,4;3;13;1;C 
05-11-2021;;31,8;28,4;84;17,1;7,2;4;100;2;SE
06-11-2021;25,8;32;28,2;87;27,5;7,5;3;120;1;C 
07-11-2021;25,5;32;27,5;88;8,9;5,1;3;260;1;W 
08-11-2021;25,8;30,6;27,9;86;4,9;0;3;130;1;C 
09-11-2021;;32;28,8;82;0;1,5;4;130;1;C 
10-11-2021;24,8;29;26,6;88;51;8;3;120;1;C 
11-11-2021;24,8;28,6;26,6;90;21,4;0;3;210;1;E 
12-11-2021;;29;26,2;90;15,8;0;2;240;0;C 
13-11-2021;24,7;31,8;27,6;86;5,5;0,5;4;210;1;C 
14-11-2021;24,8;29,8;26,7;89;97,3;5,5;4;200;0;C 
15-11-2021;24,6;29,2;26,3;90;21,1;0,7;2;220;0;C 
16-11-2021;25,2;30,8;26,7;88;4,4;0,2;3;210;0;C 
17-11-2021;24,6;31,4;27,8;84;32,9;2,5;5;220;0;C 
18-11-2021;24,5;32,4;28,1;82;;6,5;3;180;1;C 
19-11-2021;25,2;32,4;26,7;88;16,3;6,2;7;100;1;C 
20-11-2021;24,2;31,2;26,9;87;21,5;2;4;120;1;C 
21-11-2021;24,8;31,6;27,6;88;9,3;3,8;5;100;1;C 
22-11-2021;26,8;32;28,9;84;8;4,3;4;250;1;C 
23-11-2021;26;29;26,6;90;1,4;4;2;130;0;C 
24-11-2021;25;31,2;27,7;84;43,2;0;3;250;1;C 
25-11-2021;26;31,6;28,3;83;0;2,7;3;210;1;C 
26-11-2021;25,7;29,8;27,5;88;4,5;6,5;3;270;0;C 
27-11-2021;25,2;28;25,3;94;12,5;1;3;270;1;C 
28-11-2021;24,4;29,8;27,4;82;75,2;0;4;260;1;C 
29-11-2021;24,6;30,6;27,6;83;;6;5;150;1;C 
30-11-2021;24,5;;27,9;80;;6,4;3;130;1;C 
01-12-2021;;32;28,3;76;1;;4;240;1;C 
02-12-2021;25,8;;;;0,5;10,8;2;250;1;C 
03-12-2021;;;;;;;;;;
04-12-2021;24;27,2;24,9;94;24,9;0;4;270;1;C 
05-12-2021;24;30,6;26,7;87;27,6;0;6;240;1;C 
06-12-2021;;;;;;;;;;
07-12-2021;;32;27,8;82;1,9;2,3;3;0;0;C 
08-12-2021;26;32,4;29;78;5,6;2,4;5;200;2;W 
09-12-2021;25,4;32,4;28,6;80;8888;6,5;7;210;1;C 
10-12-2021;25,2;31,8;28,1;82;4,6;4,4;4;250;1;C 
11-12-2021;25,5;32;28,3;81;0,5;4,5;9;23;2;SW
12-12-2021;24,5;31,6;27,9;84;44,2;7,5;6;280;2;SW
13-12-2021;24,7;31,4;27,9;83;57,7;8,2;3;220;1;C 
14-12-2021;25,2;30,3;27,5;87;3,2;6,7;3;320;1;C 
15-12-2021;26,6;31,7;28,7;83;0,6;2,5;3;150;1;C 
16-12-2021;25,1;29,9;27,3;85;6,2;;2;190;0;C 
17-12-2021;24,6;31,8;28;85;13,9;2,4;3;270;2;W 
18-12-2021;25;30,4;26,9;90;34,1;7,5;6;260;2;C 
19-12-2021;25,4;32,8;28,6;81;;4,5;3;270;1;C 
20-12-2021;25;29,6;27,8;83;30;;2;0;0;C 
21-12-2021;25,6;29,8;27,5;88;1,5;0;2;290;0;C 
22-12-2021;25,4;32;27,8;85;0,6;0;3;210;0;C 
23-12-2021;23,5;31,8;26,8;84;40,2;6,2;5;250;1;C 
24-12-2021;;31;27,7;81;0;4,3;5;250;1;C 
25-12-2021;25;32;28,1;81;5,4;1,8;4;220;1;C 
26-12-2021;24,8;32,4;28;80;1,5;5,7;6;250;2;W 
27-12-2021;24,8;32,4;27,3;83;8888;6,3;6;210;1;C 
28-12-2021;24,4;32;28,1;80;20,5;7,3;3;330;1;C 
29-12-2021;24;31,8;27,4;83;3,9;8,5;2;230;1;C 
30-12-2021;24;31;27,6;82;1,4;4,7;3;200;1;C 
31-12-2021;25;32;28,5;82;2,9;;4;240;1;C 
01-01-2022;25,6;;28,5;79;1,8;7,9;5;230;2;SW
02-01-2022;25,4;31,6;28,1;83;4,5;7,3;6;210;2;C 
03-01-2022;;32;28,1;78;0,5;9;3;220;1;C 
04-01-2022;24,2;31,6;27,6;79;0;;3;120;1;C 
05-01-2022;24,2;31,6;28,3;79;0;9;4;150;1;C 
06-01-2022;25,8;32;28,3;78;0,4;9;3;190;1;C 
07-01-2022;25,6;31,9;28,5;80;2,3;4,5;5;270;1;C 
08-01-2022;23,6;32,4;27,2;85;70,5;8,2;4;300;1;C 
09-01-2022;;32;27,9;84;22,5;6,3;3;230;1;C 
10-01-2022;25;31,4;27,7;84;2,1;6;3;240;1;C 
11-01-2022;25,2;32,2;27,2;86;17,5;6;5;250;2;C 
12-01-2022;23,6;30,2;27;85;33,5;6,7;4;250;1;W 
13-01-2022;24,5;30;25,9;88;6,2;3,3;10;210;2;W 
14-01-2022;;32,5;27,4;85;38,8;0,4;3;270;1;W 
15-01-2022;24,4;31,8;27,8;82;0;;3;260;1;NW
16-01-2022;24,2;34,2;28,4;79;2,4;0;4;260;1;W 
17-01-2022;26,2;33;28,9;80;0;7;4;270;1;C 
18-01-2022;;32,6;27,9;83;;5,4;5;240;2;W 
19-01-2022;25,6;32,3;27,3;85;11,2;8;4;240;1;C 
20-01-2022;24,2;31,2;26,8;86;108,5;7;4;240;0;C 
21-01-2022;24,6;;27,3;85;6;2,5;3;220;1;C 
22-01-2022;24,4;31,8;27,8;80;6,4;5,5;3;210;1;C 
23-01-2022;25;;27,6;84;0,7;7,4;5;220;1;C 
24-01-2022;;32,4;28;82;1,2;4,5;5;230;2;W 
25-01-2022;;;29;80;;10;5;240;2;W 
26-01-2022;25,2;33,2;28,1;82;1,2;8;4;240;1;C 
27-01-2022;25;32,4;27,8;82;2,7;5,5;4;300;1;C 
28-01-2022;;32,4;27,9;85;16;4,3;4;250;1;C 
29-01-2022;25;33;28,3;80;3,5;7,1;3;200;1;C 
30-01-2022;25,2;31,9;27,9;82;8888;6,6;4;310;1;C 
31-01-2022;;33,2;27,7;78;4;1,5;4;220;1;C 
01-02-2022;24,8;32,2;27,6;81;5,2;7;3;240;1;C 
02-02-2022;24,5;;27,4;86;1,3;3,2;3;270;1;C 
03-02-2022;24;31,8;27,4;84;27;2,5;3;130;1;C 
04-02-2022;24,4;32,2;27,9;82;;6,3;4;230;1;C 
05-02-2022;24,8;31,6;26,9;87;26;7,8;4;110;1;C 
06-02-2022;24,6;33,1;27,7;84;2,6;0;3;260;1;C 
07-02-2022;24,6;30,4;27,9;78;6,8;5,5;5;330;2;N 
08-02-2022;23,6;33,2;29,1;74;;;5;340;2;C 
09-02-2022;26,2;31,6;27,9;82;0;6,2;9;220;3;C 
10-02-2022;24,4;32,8;28;80;1,5;3,1;3;250;0;C 
11-02-2022;24,8;33;28,7;80;;1,9;4;260;2;W 
12-02-2022;25;31,2;27,2;84;1;4;3;240;1;W 
13-02-2022;25;31;26,9;86;0;0;3;230;0;C 
14-02-2022;24,2;31;27,1;84;19,6;;2;110;0;C 
15-02-2022;;30;26,4;90;;3,5;2;210;0;C 
16-02-2022;24,2;30,8;27,2;86;102,9;0;3;170;1;C 
17-02-2022;24,8;31,8;26,9;89;10,5;6,8;3;160;0;C 
18-02-2022;;30,2;;;2,2;;2;350;1;C 
19-02-2022;25;32,4;27,8;83;;0;3;300;0;C 
20-02-2022;24,4;32,2;27,1;87;30,5;1,4;4;130;1;C 
21-02-2022;;31,2;27,4;84;;2,5;3;190;1;C 
22-02-2022;24,3;27,8;25,4;89;0;2,1;3;270;0;C 
23-02-2022;;31;27,3;84;6,2;0,4;4;250;1;C 
24-02-2022;24,2;32,4;27,7;81;0,8;5,1;4;290;2;SW
25-02-2022;;32,4;27,7;81;0;9,1;8;290;3;NW
26-02-2022;24,4;32;27;83;;1,2;6;230;2;NW
27-02-2022;23,9;32,4;26,3;83;;6,5;3;270;2;W 
28-02-2022;24,2;31,6;27,3;82;1,7;4,8;7;250;3;W 
01-03-2022;;33,4;28,2;79;0;2,1;6;250;3;W 
02-03-2022;25,2;;;;4,3;9,7;5;250;2;W 
03-03-2022;24;31,4;27;84;2,3;5;6;220;2;C 
04-03-2022;25,8;30,6;27,7;83;1,5;4,5;4;230;1;C 
05-03-2022;26;29,6;26,9;90;0,6;3,5;3;170;1;C 
06-03-2022;24;31,8;27,1;85;17,1;2,1;4;260;2;W 
07-03-2022;24,2;30,4;26,6;88;21,4;0,7;4;230;1;C 
08-03-2022;;31,2;27,4;84;11,1;1,4;4;200;1;SW
09-03-2022;25;30,8;27,1;88;25,1;7,8;3;200;1;C 
10-03-2022;24,6;30,6;;;25,8;1;2;200;1;C 
11-03-2022;24,4;32,2;28;80;1;2,7;4;210;2;W 
12-03-2022;25,4;31;27,3;87;0,3;7,1;4;200;1;C 
13-03-2022;24,6;32,2;27,9;86;6,6;0;4;150;1;C 
14-03-2022;25,2;31,8;27,9;84;6,8;9,1;3;110;1;C 
15-03-2022;24;29,6;25,6;92;109,3;6,8;3;250;0;C 
16-03-2022;24;31,4;27,9;86;10;0;3;140;1;C 
17-03-2022;;32,4;28,2;81;;7,5;5;130;2;SE
18-03-2022;;31,4;27,4;87;78,5;9,4;3;300;1;W 
19-03-2022;;;;;;;;;;
20-03-2022;24;32,4;27,6;84;54,4;6,7;6;210;2;W 
21-03-2022;26;32,2;28,4;79;0,8;4,5;5;240;2;C 
22-03-2022;25,4;33,9;28,1;82;;6;5;230;2;C 
23-03-2022;25;31,6;26,8;87;10,2;3;4;330;1;C 
24-03-2022;23,9;32,2;27,6;81;16,3;3;5;250;2;W 
25-03-2022;25;31,2;27,7;85;;5;3;330;1;C 
26-03-2022;24;31;26,8;86;34,6;4,1;4;230;1;C 
27-03-2022;24,6;32,2;27,9;82;0,9;5,8;4;220;2;NW
28-03-2022;24;31,6;27,7;82;0;7,2;3;180;1;C 
29-03-2022;25,2;32,6;28,3;83;;1,2;5;260;2;W 
30-03-2022;24,9;31,8;27,4;84;;2,5;3;140;2;C 
31-03-2022;24;31,8;27,5;81;5,5;7,2;4;140;2;NW
01-04-2022;24,2;32,2;27;84;;7,7;3;130;1;C 
02-04-2022;24,4;31,4;27;85;8888;1,9;6;130;1;C 
03-04-2022;25;31,6;26,6;87;66,9;9,6;4;310;1;C 
04-04-2022;23,8;31,9;27,6;83;12,1;3,1;3;220;1;C 
05-04-2022;24,8;31,2;28,2;82;0,6;10;4;230;2;W 
06-04-2022;25,4;31,2;27,5;85;11,6;9;3;210;1;S 
07-04-2022;25,5;30,4;27,2;84;1,1;;3;160;1;C 
08-04-2022;24,6;30,2;26,8;85;46,1;3,2;3;180;1;C 
09-04-2022;25;30,2;27,1;86;0,7;5,6;3;130;1;C 
10-04-2022;25;31,5;27,6;85;0;6,7;4;150;2;W 
11-04-2022;24,5;31,6;27,8;83;;7,5;4;180;2;C 
12-04-2022;24,8;31,4;28;81;1,5;9,8;7;150;2;SE
13-04-2022;25;31,9;28,1;81;8888;9;4;130;2;SE
14-04-2022;25,6;32,4;28,1;82;2,2;9,8;5;150;2;W 
15-04-2022;25,2;31,8;28,2;84;;8,1;4;140;2;SE
16-04-2022;25,6;31,8;28,2;82;;8,5;4;120;2;SE
17-04-2022;25,3;32,2;28,5;82;;7,1;6;80;2;SE
18-04-2022;26;32,5;28;86;;10;3;140;1;W 
19-04-2022;25;32;27,9;85;25,4;6,8;3;240;1;C 
20-04-2022;25;32;27,7;85;13;4,5;4;260;1;C 
21-04-2022;24,6;29,2;26,7;90;46,2;6,3;5;290;1;C 
22-04-2022;25,4;31,8;28,2;82;8888;0;8;140;2;SE
23-04-2022;24,8;32;27,8;85;35;8,2;4;150;2;C 
24-04-2022;25;32;29,4;76;0;7;4;180;2;C 
25-04-2022;25,4;31,4;28,2;81;8,3;7;4;130;2;W 
26-04-2022;24,6;33;28,7;83;;4,3;3;350;1;C 
27-04-2022;25,8;32,8;28,4;83;7,7;6,2;4;270;2;W 
28-04-2022;;32,4;28,7;80;;5,4;3;290;1;C 
29-04-2022;25,3;31,4;27,9;83;1,5;5,3;3;230;1;C 
30-04-2022;25,8;31,6;28,4;83;;1,1;2;140;1;C 
01-05-2022;26;32,5;27,9;84;;2,3;3;190;1;C 
02-05-2022;24,2;32,2;27,3;89;4,4;7,1;4;320;2;C 
03-05-2022;25;32;28,1;84;1,1;8;4;120;2;SE
04-05-2022;25;32;28,1;83;34,4;8,2;4;150;2;SE
05-05-2022;25;31,4;27,7;86;66,1;5,5;5;120;2;SE
06-05-2022;25;31,8;;;0,6;7;3;140;2;NW
