Tanggal;Tn;Tx;Tavg;RH_avg;RR;ss;ff_x;ddd_x;ff_avg;ddd_car
07-03-2016;25;33,3;28,9;82;1,9;;4;130;2;N 
08-03-2016;26;32,8;29;81;;8,9;3;130;2;N 
09-03-2016;25;33,4;28,9;82;0;5;4;100;2;N 
10-03-2016;26;33,7;29,4;80;;8,2;5;120;2;N 
11-03-2016;26;32,4;28;86;3,5;9;4;160;2;N 
12-03-2016;;33,2;29,4;81;8888;;4;60;2;W 
13-03-2016;26;33,4;29,3;79;;8,3;5;120;2;N 
14-03-2016;26;33,3;29,6;77;0;8,5;4;120;1;N 
15-03-2016;26;33,2;29,2;78;0;7,2;5;150;2;N 
16-03-2016;26;33,8;29,8;77;0;10;6;220;2;N 
17-03-2016;27;32,8;29,5;78;;8,3;4;130;2;N 
18-03-2016;25;34;28,7;80;1,3;2;4;190;1;N 
19-03-2016;26;32;29;80;8888;5,3;4;130;1;N 
20-03-2016;26;33,4;;;;4,5;5;340;2;N 
21-03-2016;26;;28,1;89;7,8;3,6;4;250;1;N 
22-03-2016;26;32,9;27,8;88;0;0;4;130;2;N 
23-03-2016;25;31,8;26,6;90;4,9;4,5;4;50;1;N 
24-03-2016;25;32,4;27,8;85;4,3;4;3;250;2;W 
25-03-2016;25;32,6;28,2;85;2,2;6,4;4;140;2;N 
26-03-2016;25;32,2;27,6;;0,6;5,5;4;160;1;N 
27-03-2016;26;33,4;28,6;82;9,6;6,5;4;140;1;N 
28-03-2016;26;33,5;29,3;78;;9,5;4;170;1;N 
29-03-2016;26;31,6;27,6;86;1,2;8,5;5;120;2;N 
30-03-2016;25;32,6;28;84;1,8;3,5;4;230;2;N 
31-03-2016;25;32,2;28,1;82;2,4;7,2;5;150;1;N 
01-04-2016;25;32,4;28,9;82;;3,5;5;150;2;N 
02-04-2016;;32,4;28,3;83;3,4;7,5;4;160;1;N 
03-04-2016;26;32,9;28,8;82;;5,3;5;130;2;N 
04-04-2016;;32,4;28,3;83;34,8;9;3;120;2;N 
05-04-2016;25;32,7;28,6;84;0,2;9,6;4;90;1;N 
06-04-2016;25;32,8;28,1;84;0;4,6;5;170;2;N 
07-04-2016;26;32,9;28,6;83;;7,5;4;110;2;N 
08-04-2016;26;33,6;28,6;86;;8;3;110;2;W 
09-04-2016;25;31,5;27,6;88;151,7;4,5;3;160;1;N 
10-04-2016;25;32,9;28,8;85;;3,5;4;120;2;N 
11-04-2016;26;33,8;28,8;86;0,6;5,2;5;240;1;N 
12-04-2016;24;32,9;27,6;87;65,6;4;3;290;1;N 
13-04-2016;25;31,4;27,6;85;0;6,3;4;270;2;N 
14-04-2016;26;32,2;27;88;;1,3;3;180;1;N 
15-04-2016;25;32,2;27,6;89;1,8;1,4;3;190;1;N 
16-04-2016;24;32,8;28,8;84;16,2;4,6;4;340;1;N 
17-04-2016;25;32,8;28,5;82;0,6;6,2;4;130;1;N 
18-04-2016;26;33,5;29,4;82;;8,3;4;110;2;N 
19-04-2016;27;32,6;29,2;83;1;10,2;4;120;2;N 
20-04-2016;26;32,6;29,2;82;1;0,4;5;150;3;SE
21-04-2016;26;32,8;28,6;81;;9,2;4;130;2;N 
22-04-2016;;32,4;28,8;81;6,4;7,5;7;130;2;N 
23-04-2016;;32,6;29;81;0;7,5;4;140;1;N 
24-04-2016;26;32,5;28,7;82;;9,2;4;290;2;N 
25-04-2016;27;33,2;29,2;79;8888;8,2;5;140;2;N 
26-04-2016;26;32,2;28;88;0;8;4;160;1;N 
27-04-2016;26;32,2;27,9;84;19;2,5;4;110;1;N 
28-04-2016;26;32,3;27,6;87;8888;6,2;3;150;1;N 
29-04-2016;;32,2;27,9;85;49,3;;6;120;2;N 
30-04-2016;25;31,9;28,9;84;14,7;7,5;5;70;2;N 
01-05-2016;;31,4;;;;;3;130;1;N 
02-05-2016;;32,2;28,2;89;8888;;4;140;1;N 
03-05-2016;26;33,4;28,8;83;;7,2;4;200;1;N 
04-05-2016;26;32,4;29,2;84;0;6,5;3;100;1;N 
05-05-2016;25;31,2;28;89;52,5;8,5;6;230;1;N 
06-05-2016;26;32,8;28,5;85;;2;4;150;1;N 
07-05-2016;;32;27,9;87;0,7;6,5;6;280;1;N 
08-05-2016;25;32,8;28;84;16,3;5;6;160;2;N 
09-05-2016;;32,2;27,2;88;1,2;8,2;5;330;1;N 
10-05-2016;24;31,4;27,7;87;31;7;5;100;2;N 
11-05-2016;25;33,8;27,8;90;14,4;7,2;4;140;1;N 
12-05-2016;26;32;27,9;88;1,5;3;4;180;1;N 
13-05-2016;26;32,5;28,6;86;1;6,3;5;120;3;SE
14-05-2016;26;33,4;28;87;20,4;9,3;3;150;1;N 
15-05-2016;26;32;28,6;87;5,2;7,3;8;100;3;SE
16-05-2016;26;31,9;27,8;92;;;3;130;1;N 
17-05-2016;26;32,2;28,5;86;39;2,6;4;110;2;N 
18-05-2016;26;32,6;28,4;85;8888;8,3;6;100;3;SE
19-05-2016;26;32,6;28,5;84;3,3;9,5;5;140;2;E 
20-05-2016;;32,4;28,9;84;;;6;150;2;SE
21-05-2016;26;32,2;28,6;87;8,5;8;5;150;2;N 
22-05-2016;27;32,1;28,8;86;0,4;7,2;4;150;2;SE
23-05-2016;26;30,1;27,5;87;7,5;7,5;4;100;1;N 
24-05-2016;26;32;28,4;85;1;2,5;5;130;2;SE
25-05-2016;26;32,4;28,7;85;0,9;7,3;6;120;2;E 
26-05-2016;26;32,3;28,6;86;37,4;;9;50;2;SE
27-05-2016;;31,8;27,7;87;69;7,5;5;320;1;N 
28-05-2016;25;31,7;;;;4,5;3;140;2;N 
29-05-2016;26;32,2;27,1;90;9;8;3;110;1;N 
30-05-2016;24;32,1;27,2;85;7,8;3;4;350;1;N 
31-05-2016;25;31,4;27;88;0;4,6;6;230;2;N 
01-06-2016;26;;28;85;4,5;1;5;130;2;N 
02-06-2016;26;32,9;28,8;80;;8;3;150;2;W 
03-06-2016;;31,2;27;87;46;9,2;3;330;1;N 
04-06-2016;25;25;28,3;82;0,5;7,6;5;150;2;N 
05-06-2016;25;32,6;28,5;83;;9;4;130;2;N 
06-06-2016;25;31,9;28,1;84;10,4;8,5;4;120;1;N 
07-06-2016;26;31,8;28,6;83;;7,5;4;160;1;N 
08-06-2016;25;31,8;27,1;88;10,2;9,6;3;130;1;E 
09-06-2016;25;31,3;27,2;90;;;4;290;2;N 
10-06-2016;24;31;26,9;88;;1,8;5;140;2;N 
11-06-2016;24;31,3;27,9;85;;6,5;4;250;2;N 
12-06-2016;26;31,9;28,5;82;8888;7;5;210;1;N 
13-06-2016;25;32,6;28,9;81;;8;3;110;1;N 
14-06-2016;25;31,1;28,1;84;;;3;300;1;NW
15-06-2016;;33;27,9;81;0,8;2,5;4;300;1;N 
16-06-2016;25;32;28,4;82;0;6,5;5;120;2;SE
17-06-2016;25;33,2;28,5;79;0,5;6,2;4;260;2;N 
18-06-2016;25;29,8;26,8;88;;6,3;6;250;2;N 
19-06-2016;24;29;26;86;27,4;;3;80;1;N 
20-06-2016;24;31,2;27,3;86;;0;5;110;1;N 
21-06-2016;;31,2;27,7;82;;6,5;4;140;1;N 
22-06-2016;24;31,8;27,5;83;;8,5;3;300;2;N 
23-06-2016;23;30,2;26,5;84;34,2;6;3;110;1;N 
24-06-2016;24;31,1;26,6;83;0;8;4;70;1;N 
25-06-2016;24;30,9;27,4;88;54,2;8,5;8;120;3;E 
26-06-2016;25;31,4;27,8;81;2,1;6,3;4;90;2;E 
27-06-2016;25;28,9;25,3;91;1;6,2;4;290;1;N 
28-06-2016;21;31,7;25,6;87;129,9;;6;100;2;N 
29-06-2016;23;31,3;27,2;86;;;3;200;1;N 
30-06-2016;24;30,9;27,5;85;3,6;2,5;4;330;1;N 
01-07-2016;25;31,5;28,1;84;;;4;150;2;SE
02-07-2016;24;31,6;27,3;85;4,5;8,6;3;140;1;N 
03-07-2016;24;31,8;28;83;;0,8;4;120;1;N 
04-07-2016;25;32,2;28,1;86;15,9;9,5;6;200;1;N 
05-07-2016;26;32;28,7;83;;8,5;6;140;2;N 
06-07-2016;25;32;28,1;80;;8,6;5;100;2;E 
07-07-2016;26;31,4;28,2;82;8888;9,8;4;340;2;SE
08-07-2016;25;32,2;27,9;80;10,2;9;4;90;2;SE
09-07-2016;24;31,6;27,3;85;;;4;130;2;SE
10-07-2016;22;31,5;28,2;82;6;7,1;5;120;3;SE
11-07-2016;24;31,5;27,5;87;91;9;6;120;2;N 
12-07-2016;24;29;26;91;93,7;7,1;3;120;2;N 
13-07-2016;24;;27,2;85;;1;3;120;1;N 
14-07-2016;24;31,7;27,9;86;;9;5;150;2;SE
15-07-2016;25;31,8;27,7;86;112;8,5;3;150;1;W 
16-07-2016;25;32,1;27,9;85;;6,5;4;130;1;N 
17-07-2016;24;30,8;26,9;88;82,5;7;2;110;1;N 
18-07-2016;25;31,2;27,9;84;;8;5;130;3;E 
19-07-2016;25;30,9;27,7;80;18,6;6,5;4;100;2;N 
20-07-2016;25;31,4;27,1;83;;;4;130;2;N 
21-07-2016;24;31,2;27,6;81;0,7;5,5;5;150;2;W 
22-07-2016;25;31,8;27,5;81;8888;8,4;4;290;1;N 
23-07-2016;24;31,6;27,5;82;7,8;3,3;5;150;1;N 
24-07-2016;25;;27,6;83;;9,2;7;310;2;N 
25-07-2016;25;30,9;27,2;82;0;9,6;3;130;1;N 
26-07-2016;25;31;26,8;83;0,4;9,5;5;130;2;N 
27-07-2016;23;31,2;26,2;85;8,8;;8;120;3;SE
28-07-2016;24;30,8;27;86;91,8;7,3;9;80;4;SE
29-07-2016;24;31;27,8;83;67,2;8,5;7;120;4;SE
30-07-2016;25;31;27,4;77;;9;4;100;2;E 
31-07-2016;24;29,3;26,2;86;15;9;7;130;4;SE
01-08-2016;24;29,4;26,6;81;3,4;1;5;90;3;SE
02-08-2016;23;;26,1;82;5,2;5,6;4;140;2;SE
03-08-2016;23;30;26,7;81;;7;4;130;2;N 
04-08-2016;23;31,8;26,3;84;0,5;;3;110;1;N 
05-08-2016;;31;26,9;83;;10;4;340;1;N 
06-08-2016;26;30,6;27,4;83;8888;9,5;4;160;1;S 
07-08-2016;26;31,8;27,5;83;1,5;5,2;5;170;1;N 
08-08-2016;26;32,2;27,6;88;2,1;5,3;3;120;1;N 
09-08-2016;25;33,2;27,7;85;13;4,5;3;150;1;N 
10-08-2016;25;31,2;27,8;84;8888;7;5;120;3;SE
11-08-2016;25;31,2;27,5;77;;10;5;130;3;E 
12-08-2016;25;30,8;26,8;88;9,4;10;7;110;4;E 
13-08-2016;24;29,5;26,7;86;102,5;0,4;8;120;5;SE
14-08-2016;25;30,8;28,4;72;13,3;3;7;120;3;SE
15-08-2016;24;29,8;26,5;86;14;5,2;5;90;2;E 
16-08-2016;25;31,2;27,7;82;8,5;5,3;8;300;2;N 
17-08-2016;24;30,8;26,8;86;;7;6;120;3;SE
18-08-2016;25;31;27,5;84;2,1;7,5;5;120;3;SE
19-08-2016;25;30,6;27;75;;9,5;9;100;4;E 
20-08-2016;24;31;27;76;0;10;5;100;3;E 
21-08-2016;24;33,8;27;76;;10,4;6;100;3;SE
22-08-2016;24;28,7;25,4;85;5,6;5,5;8;140;3;SE
23-08-2016;23;30,2;27,3;77;6,9;1,2;7;120;3;SE
24-08-2016;25;30,8;27,3;78;8888;10,6;9;140;4;NE
25-08-2016;;30,2;26,9;77;;;4;120;2;E 
26-08-2016;25;32;26,9;85;;3,3;4;120;2;SE
27-08-2016;25;31,4;27,7;87;25;8;4;130;2;N 
28-08-2016;25;32,2;28,2;81;;6;4;180;1;N 
29-08-2016;25;31,4;28,1;82;8888;9,7;5;120;2;SE
30-08-2016;25;31,5;27,9;83;21,7;9;5;120;2;SE
31-08-2016;25;31,4;27,8;87;;8,4;6;140;2;N 
01-09-2016;25;30,8;27,6;86;10,9;5;5;100;2;SE
02-09-2016;23;31,4;27,5;86;0;8;4;160;2;SE
03-09-2016;25;31,6;28,3;80;0;8,6;4;120;2;SE
04-09-2016;25;;27,8;83;29,5;8,2;6;130;2;SE
05-09-2016;26;31,3;28,1;84;8888;;7;130;2;SE
06-09-2016;25;;27,6;84;;7,5;3;200;1;W 
07-09-2016;;32,8;27,9;82;;4;7;360;3;SE
08-09-2016;;31,6;28,7;79;2,3;9,5;8;120;3;N 
09-09-2016;25;31,4;27,6;84;32,3;8;9;120;5;SE
10-09-2016;;30,2;26,1;85;59,3;8,3;6;110;4;SE
11-09-2016;;31,1;27,8;80;8,7;4,5;9;120;6;SE
12-09-2016;25;30,8;27,9;77;2;9;7;130;4;SE
13-09-2016;25;30;26,8;81;8888;6,6;5;130;2;E 
14-09-2016;24;31,2;24,9;91;34,1;5;11;60;4;SE
15-09-2016;24;29;26;91;88,4;4;4;160;2;SE
16-09-2016;;30,8;27,4;86;4,6;;5;130;3;SE
17-09-2016;23;28,6;25,3;91;113,5;7;4;280;1;N 
18-09-2016;24;32,7;28,2;83;3,2;1,3;5;280;1;N 
19-09-2016;25;31,4;27,5;86;;7;4;120;1;N 
20-09-2016;25;30,2;27,2;89;54,9;6;4;280;1;N 
21-09-2016;25;31,2;28,3;79;42,6;1;3;120;1;N 
22-09-2016;26;31,3;28,3;85;8888;6,3;6;170;2;N 
23-09-2016;;;27,7;85;9,1;3,3;5;120;2;N 
24-09-2016;;31,2;27,2;87;2,8;8,1;6;170;1;N 
25-09-2016;24;28,8;27,2;83;26,9;;6;190;2;N 
26-09-2016;25;30,8;27,8;83;0;5,6;5;230;2;N 
27-09-2016;25;31,2;27,5;86;;1,2;5;250;2;N 
28-09-2016;24;30;26,8;87;99,6;2,2;3;60;1;N 
29-09-2016;25;34,2;29,3;77;;2;4;320;1;N 
30-09-2016;;33;27,2;88;0;;5;120;1;N 
01-10-2016;;32,6;27,4;84;;0;8;230;2;N 
02-10-2016;;29,6;26,9;86;1,3;8;4;230;2;W 
03-10-2016;24;29,2;25,3;91;57,8;0,3;3;300;1;N 
04-10-2016;24;31;26,2;89;2,3;0;4;170;1;N 
05-10-2016;25;32,1;28;83;1;3,4;4;190;2;S 
06-10-2016;25;30,8;27,2;86;25,2;7,5;4;200;1;N 
07-10-2016;25;31,3;27,8;84;8888;6,2;3;130;2;SE
08-10-2016;24;31,4;25,2;94;42,3;5,5;4;170;2;NW
09-10-2016;24;29,6;25,4;92;181,3;0;8;140;2;N 
10-10-2016;24;30,2;26,8;87;13,1;0;3;170;0;N 
11-10-2016;24;30,4;27,5;86;4,1;4,5;4;120;1;N 
12-10-2016;24;31,4;26,7;89;64,3;5,5;5;130;1;N 
13-10-2016;25;34,2;28,4;81;28;4,5;5;250;1;N 
14-10-2016;25;31,9;26,5;90;8888;7;4;350;1;N 
15-10-2016;24;32;27,6;83;;2;3;130;1;N 
16-10-2016;24;31,8;28;83;3,3;5,5;4;20;1;N 
17-10-2016;24;31,4;28;84;;1;4;140;2;SE
18-10-2016;;31,6;29;74;0;8,2;5;120;2;SE
19-10-2016;25;32;28,5;79;;10;4;110;2;SE
20-10-2016;25;31;27,9;87;41,8;10,5;6;150;1;N 
21-10-2016;25;29,4;26,3;91;42,2;3,3;7;140;2;N 
22-10-2016;24;31,8;27,6;85;67,8;0;5;130;1;N 
23-10-2016;24;28,8;27;87;49;6,2;3;300;1;N 
24-10-2016;25;31;26,8;85;;0;3;150;1;N 
25-10-2016;25;31,2;26,7;89;14,6;;4;110;1;N 
26-10-2016;24;31,4;26,3;86;;;3;120;1;N 
27-10-2016;24;32,2;28,3;79;;6,5;3;130;1;N 
28-10-2016;25;25;27,7;85;10,8;9,3;6;170;1;N 
29-10-2016;;31,6;28,3;82;27,1;;6;160;1;N 
30-10-2016;;31,2;27,6;85;;;5;150;2;N 
31-10-2016;;30,4;26,7;87;39,9;6,4;3;170;1;N 
01-11-2016;25;24,8;26,1;90;3,1;1,4;4;140;1;N 
02-11-2016;25;29,4;26,6;89;12,9;;4;230;0;N 
03-11-2016;25;30,8;27,4;88;;;5;150;1;N 
04-11-2016;;31,2;27;84;0;3,5;4;120;1;N 
05-11-2016;;31,3;28;83;6,7;6,1;4;150;1;N 
06-11-2016;25;31,4;27,6;84;14,2;7,4;5;130;2;SE
07-11-2016;25;32,3;27,9;85;78,5;;3;50;1;N 
08-11-2016;26;31,3;28,3;85;8888;6,2;4;170;1;N 
09-11-2016;25;28,7;26,4;88;3,6;8,2;4;100;1;N 
10-11-2016;24;31;27,5;83;3,2;0,3;6;150;2;SE
11-11-2016;25;30,2;27,1;85;1;7;6;130;2;SE
12-11-2016;23;31;27,1;81;32;6;6;130;2;S 
13-11-2016;23;26;27,9;77;;;2;70;0;N 
14-11-2016;24;31,6;26,9;87;8,5;0;4;120;2;N 
15-11-2016;24;28,8;26;92;24,8;5,5;2;10;0;N 
16-11-2016;24;31,6;27,4;85;45,5;0,4;5;120;2;SE
17-11-2016;25;31,7;27,3;88;;8,4;9;130;2;SE
18-11-2016;25;32,6;27,7;84;64,7;4,5;4;350;2;N 
19-11-2016;;30,4;27,5;84;3;5,5;6;120;2;N 
20-11-2016;25;32;28,3;87;1,5;7;7;150;2;N 
21-11-2016;22;32,2;27,6;86;1,3;4,5;6;200;1;N 
22-11-2016;25;30,2;27,2;86;19,2;3,3;3;140;1;N 
23-11-2016;;31,6;28,2;81;0;2,5;4;120;2;SE
24-11-2016;24;31,6;27,4;85;76,5;6,5;3;110;1;N 
25-11-2016;25;31,8;27,3;85;9,3;6;3;200;1;N 
26-11-2016;24;30,8;27,6;85;13;3,6;4;140;2;SE
27-11-2016;25;31,8;28,7;81;8888;6,1;5;140;2;N 
28-11-2016;;31,9;28,4;81;8,2;9,5;3;130;1;N 
29-11-2016;24;32,4;27,6;86;;6,7;6;190;2;N 
30-11-2016;25;31;27;86;19,3;8;3;120;1;N 
01-12-2016;;31,9;27,8;82;17,4;1,4;6;230;2;SW
02-12-2016;24;30,2;25,8;88;;;2;300;1;N 
03-12-2016;24;30,7;27,8;82;4,2;0,4;5;250;2;SW
04-12-2016;25;32,2;27,9;81;17,6;3,2;4;220;2;N 
05-12-2016;25;31,9;26,8;88;9,6;7,5;4;100;2;W 
06-12-2016;25;28;27;85;;;3;210;1;SW
07-12-2016;24;29,6;26,6;88;19,4;9;4;300;2;W 
08-12-2016;;31,5;27,2;86;0,2;0;5;280;2;N 
09-12-2016;25;30,4;27,1;84;7,9;;5;260;2;N 
10-12-2016;25;32,2;28;81;;;3;140;1;N 
11-12-2016;25;29,9;27,5;85;2,5;7;3;100;1;N 
12-12-2016;25;31,8;27,1;87;1,3;1;6;220;2;NW
13-12-2016;24;31,2;26,9;85;13,6;;4;240;1;N 
14-12-2016;25;31,2;27,9;84;4,3;3;4;180;1;N 
15-12-2016;24;32,8;27,8;79;9,5;4,1;11;240;3;N 
16-12-2016;25;32,4;28,9;78;;7;8;240;3;W 
17-12-2016;;33,4;27,5;85;0;6,5;5;210;2;N 
18-12-2016;25;33,6;28,6;80;93,1;8;7;290;3;NW
19-12-2016;;32,1;28,4;80;;;8;250;4;W 
20-12-2016;25;33;28,5;76;;6;5;230;3;W 
21-12-2016;25;32,2;28,5;71;;;9;250;4;W 
22-12-2016;25;33,3;28,3;80;;4;8;270;4;W 
23-12-2016;26;32,4;29;75;8888;6;8;220;4;SW
24-12-2016;26;;28,8;80;1,7;;8;240;3;N 
25-12-2016;24;32,4;28,6;79;;;4;220;2;N 
26-12-2016;24;32,8;28,2;78;;4,5;4;290;2;W 
27-12-2016;24;;26,7;86;36,4;5,3;8;240;2;N 
28-12-2016;24;31,6;27,2;85;16,7;0,1;7;230;2;N 
29-12-2016;25;31,3;28,2;83;16,6;4,3;4;210;2;SW
30-12-2016;;32;25,9;92;16,1;8;4;310;1;N 
31-12-2016;23;32,6;27,5;84;;0,6;3;150;1;N 
01-01-2017;25;32,6;27;86;17,4;6,3;4;180;2;W 
02-01-2017;25;32;27,4;86;18,7;3,4;5;270;2;W 
03-01-2017;25;32;27;86;19,3;5;6;200;2;N 
04-01-2017;25;31,2;27,5;85;;;3;70;1;N 
05-01-2017;25;;27,6;84;0,4;2;5;310;1;N 
06-01-2017;24;;27,3;85;57,9;3;2;120;1;N 
07-01-2017;;32,4;27,8;85;12,6;;4;250;1;N 
08-01-2017;25;24,2;28,4;78;;5,6;4;340;1;N 
09-01-2017;;31,4;26,9;88;;;5;230;1;N 
10-01-2017;;33,2;27,7;86;66,3;;3;120;1;N 
11-01-2017;22;33,2;28,2;83;;6;8;230;2;N 
12-01-2017;25;31;28,4;80;8888;5,2;7;250;2;W 
13-01-2017;25;32,2;28;80;;4,5;10;250;3;W 
14-01-2017;25;30;27,1;83;12,5;5,3;11;250;3;W 
15-01-2017;;32;27,4;85;;1,6;4;210;1;W 
16-01-2017;25;;27,6;83;1,2;4,3;6;220;2;N 
17-01-2017;25;31,4;27;86;7,4;5,5;7;280;2;N 
18-01-2017;24;31;26,9;86;19,6;2,6;5;220;1;N 
19-01-2017;25;31,6;27,9;83;0,2;6;10;220;2;N 
20-01-2017;25;31,6;27,5;83;22;5,4;7;250;2;N 
21-01-2017;25;32,4;27,9;82;9;3;5;290;1;N 
22-01-2017;;32,5;27,5;84;3,3;;4;260;2;N 
23-01-2017;25;31;27,4;83;1,6;6;3;110;1;N 
24-01-2017;25;33,1;28,8;77;;3;5;240;2;NW
25-01-2017;25;31,8;27,1;86;;6;4;280;2;W 
26-01-2017;;30,4;27,1;83;10,2;;2;280;1;W 
27-01-2017;25;32,2;27,8;82;0;3,2;9;230;3;W 
28-01-2017;25;32,4;27,6;83;3,8;5,3;7;230;2;W 
29-01-2017;25;30,6;26,5;87;5,6;6;8;270;2;W 
30-01-2017;24;33,2;26,9;85;7,6;1;6;330;2;N 
31-01-2017;25;;26,9;87;0,8;5;4;100;1;N 
01-02-2017;24;32,4;27,2;84;43,5;0;7;230;2;W 
02-02-2017;24;31,5;26,7;86;23,4;5,8;8;260;3;W 
03-02-2017;;32,2;27,6;78;1;0,5;8;220;2;N 
04-02-2017;25;33,2;27,8;78;0;4,5;7;230;2;W 
05-02-2017;25;33,2;27,7;79;;4;6;250;3;W 
06-02-2017;25;33,2;28;80;;6;11;270;4;W 
07-02-2017;25;34,1;28,1;79;;9,2;6;270;2;W 
08-02-2017;26;32;28;79;5,3;5,5;4;270;2;W 
09-02-2017;25;30,2;26,3;88;8888;3;10;210;2;W 
10-02-2017;24;31,5;26,4;88;28,3;0,5;9;230;2;W 
11-02-2017;24;30,8;27,6;90;21,2;5,5;3;330;1;N 
12-02-2017;25;30,7;25,4;92;3,1;3,4;4;250;1;N 
13-02-2017;24;31,2;26,9;85;38,9;1,3;5;240;2;N 
14-02-2017;;30,7;26;89;44,7;8,1;6;270;2;N 
15-02-2017;24;31,5;26,7;86;;6;4;230;1;N 
16-02-2017;24;31,8;27,1;82;1;6,3;7;220;2;N 
17-02-2017;24;31,4;27,3;81;6,6;;3;260;1;N 
18-02-2017;24;31,8;27,8;85;0,5;6,1;7;200;2;N 
19-02-2017;24;31,4;27,8;86;;5,4;6;180;2;W 
20-02-2017;;;27,8;85;8888;3,5;3;130;1;N 
21-02-2017;;;25,9;91;39,7;2,1;3;220;1;N 
22-02-2017;24;;27,5;86;6,5;0;4;230;1;N 
23-02-2017;24;;26,7;86;40,4;5,3;3;120;1;N 
24-02-2017;25;32,1;27,9;82;;;5;20;1;N 
25-02-2017;25;31,6;27,7;84;11,7;7;5;110;2;N 
26-02-2017;25;32,2;27,8;83;;6,3;6;120;1;N 
27-02-2017;25;32,6;27,9;82;0;7,4;7;180;2;N 
28-02-2017;;32;27,5;85;29,9;7;6;160;2;NW
01-03-2017;25;31;27,6;82;0,2;7;3;160;1;N 
02-03-2017;25;32,3;27,7;81;0,4;2,5;6;120;2;SE
03-03-2017;;32,1;28,2;83;6,4;9,1;6;70;2;N 
04-03-2017;26;31,4;27,2;85;32,4;10;4;120;1;N 
05-03-2017;24;32,6;28,3;80;8888;7,5;4;100;1;N 
06-03-2017;25;;28;82;;;4;250;2;W 
07-03-2017;25;32,2;28,2;80;8888;7,5;3;130;1;N 
08-03-2017;25;32,5;27,9;80;;4,6;4;150;1;N 
09-03-2017;25;;28,4;78;;8;3;240;2;W 
10-03-2017;;33;27,6;82;0;9;4;230;1;N 
11-03-2017;25;33,2;28,2;80;0;6,8;4;200;1;N 
12-03-2017;24;33,1;;;10,4;4,5;4;210;2;N 
13-03-2017;24;32,8;28,2;81;;7,5;5;250;2;N 
14-03-2017;24;32,2;26,1;87;30,7;7,5;4;140;2;N 
15-03-2017;;;27,6;81;3,4;3,1;6;230;2;W 
16-03-2017;24;;27,5;81;;5,1;4;270;2;N 
17-03-2017;25;31,4;28;83;8888;7,3;5;130;2;N 
18-03-2017;26;31,2;27,2;86;9,4;6,5;5;220;2;N 
19-03-2017;;32;27,6;80;;5,7;6;230;2;N 
20-03-2017;;32,2;27;83;;;7;350;2;N 
21-03-2017;;;26,7;87;2,8;2,1;4;160;1;N 
22-03-2017;25;33,2;27,9;82;19,3;5,5;4;320;1;N 
23-03-2017;25;33,2;28,8;77;0;4,6;4;330;1;N 
24-03-2017;25;33,4;28,7;83;0;1,1;4;190;1;N 
25-03-2017;26;33;28,8;83;0,2;5,2;7;230;3;W 
26-03-2017;25;30;26,4;91;3,6;5;2;30;0;N 
27-03-2017;25;32,6;28,1;80;1,6;0;6;230;1;N 
28-03-2017;25;;29;74;0;7,2;3;290;1;N 
29-03-2017;25;32,3;28,2;82;10;8;4;210;2;SW
30-03-2017;26;33;28,6;79;0;8,2;4;200;2;N 
31-03-2017;26;31,6;26,9;85;0;9,5;7;310;1;N 
01-04-2017;24;31,9;27,3;83;2,4;4,2;3;250;1;N 
02-04-2017;24;31,8;27,8;82;8888;7,5;4;130;2;N 
03-04-2017;24;33,5;26,6;86;103,2;6,5;6;140;2;N 
04-04-2017;24;31,8;27,1;82;;;4;140;2;N 
05-04-2017;;;27,1;87;82,1;8,3;3;210;1;N 
06-04-2017;25;31,4;27;86;22;4,2;4;220;2;W 
07-04-2017;25;32,3;27,4;83;5,3;7;3;230;1;N 
08-04-2017;25;32,2;28,5;81;;7,2;4;220;1;N 
09-04-2017;25;32;27,3;84;;5,2;5;110;2;N 
10-04-2017;26;32;28;83;0;7,3;3;140;1;N 
11-04-2017;26;31,6;28,1;81;;5;4;210;2;SE
12-04-2017;26;31;28;83;2,5;4,5;3;120;2;SE
13-04-2017;25;31,4;27,9;85;22,3;3,1;4;130;2;N 
14-04-2017;25;31,7;28,1;80;3,4;6,5;4;100;2;N 
15-04-2017;26;31,8;28,5;76;;7,3;4;130;2;N 
16-04-2017;25;32,1;27,8;81;0;9,5;4;190;1;N 
17-04-2017;25;33;28,4;79;0;10;5;160;2;S 
18-04-2017;25;30,8;26,7;88;43,4;10,3;4;330;2;NW
19-04-2017;24;;27,1;85;8888;5;3;270;1;N 
20-04-2017;25;31,8;27,8;85;;;4;130;2;SE
21-04-2017;25;31,6;27,5;86;;9,4;3;170;1;N 
22-04-2017;25;31,3;28,1;90;;3,4;3;200;1;N 
23-04-2017;25;30,6;27,4;84;8888;1,3;4;210;1;N 
24-04-2017;25;32,5;28,3;82;0,3;3;4;130;2;SE
25-04-2017;26;31,8;28,2;80;;8,5;5;120;2;SE
26-04-2017;;31,4;26,3;90;52,3;6,3;2;120;0;N 
27-04-2017;25;31,4;27,4;86;;2,5;4;110;1;N 
28-04-2017;24;31,3;27,3;85;12,9;7,2;6;50;1;N 
29-04-2017;;31,2;26,6;86;21,5;7;2;100;1;N 
30-04-2017;24;31,6;28,1;81;1,5;8,1;3;130;1;N 
01-05-2017;26;;27,8;85;;7,5;6;110;2;SE
02-05-2017;25;31,6;28,3;83;4,3;7,5;3;120;2;SE
03-05-2017;26;31,2;28;84;9,8;9,5;4;100;2;E 
